Packet Log,Channle:,DatagramSocket2,TimeStamp:,01-03-2026_11-45-24
Seq,Received,Delay(ms),Status
208,1,0,OUT_OF_ORDER
209,1,126,OUT_OF_ORDER
210,1,125,OUT_OF_ORDER
211,1,0,OUT_OF_ORDER
212,1,0,OUT_OF_ORDER
213,1,125,OUT_OF_ORDER
214,1,125,OK
215,1,0,OK
216,1,126,OK
217,1,125,OK
218,1,125,OK
219,1,1,OK
220,1,127,OK
221,1,127,OK
222,1,126,OK
223,1,0,OK
224,1,127,OK
225,1,127,OK
226,1,126,OK
227,1,0,OK
228,1,127,OK
229,1,126,OK
230,1,127,OK
231,1,1,OK
232,1,128,OK
233,1,127,OK
234,1,127,OK
235,1,1,OK
236,1,126,OK
237,1,126,OK
238,1,125,OK
239,1,1,OK
240,1,126,OK
241,1,127,OK
243,1,1,OUT_OF_ORDER
244,1,0,OK
245,1,126,OK
246,0,0,TIMEOUT
247,0,0,TIMEOUT
248,0,0,TIMEOUT
249,0,0,TIMEOUT
250,0,0,TIMEOUT
251,0,0,TIMEOUT
250,1,0,OUT_OF_ORDER
251,1,126,OUT_OF_ORDER
252,1,126,OK
253,1,125,OK
254,1,0,OK
255,1,125,OK
256,1,124,OK
257,1,124,OK
258,1,0,OK
259,1,125,OK
260,1,124,OK
261,1,124,OK
262,1,0,OK
263,1,126,OK
264,1,126,OK
265,1,126,OK
266,1,126,OK
267,1,125,OK
268,1,125,OK
269,1,125,OK
270,1,0,OK
271,1,126,OK
272,1,126,OK
273,1,126,OK
274,0,0,TIMEOUT
275,0,0,TIMEOUT
276,0,0,TIMEOUT
277,0,0,TIMEOUT
278,0,0,TIMEOUT
279,0,0,TIMEOUT
284,1,0,OUT_OF_ORDER
285,1,0,OK
286,1,0,OK
287,1,0,OK
288,1,0,OK
289,0,0,TIMEOUT
290,0,0,TIMEOUT
291,0,0,TIMEOUT
292,0,0,TIMEOUT
293,0,0,TIMEOUT
294,0,0,TIMEOUT
294,1,0,OUT_OF_ORDER
295,1,0,OK
296,1,1,OK
297,1,126,OK
298,1,0,OK
299,1,1,OK
300,1,0,OK
301,1,126,OK
302,1,0,OK
303,1,0,OK
304,1,0,OK
305,1,126,OK
306,1,0,OK
307,1,0,OK
308,1,0,OK
309,1,127,OK
310,1,0,OK
311,1,1,OK
312,1,1,OK
313,1,126,OK
314,1,0,OK
315,1,0,OK
316,1,1,OK
317,1,125,OK
318,1,0,OK
319,0,0,TIMEOUT
320,0,0,TIMEOUT
321,0,0,TIMEOUT
322,0,0,TIMEOUT
323,0,0,TIMEOUT
322,1,0,OUT_OF_ORDER
323,1,126,OUT_OF_ORDER
324,1,126,OK
325,1,126,OK
326,1,1,OK
327,1,126,OK
328,1,125,OK
329,1,125,OK
330,1,0,OK
331,1,127,OK
332,1,127,OK
333,1,1,OK
334,1,1,OK
335,1,126,OK
336,1,126,OK
337,1,0,OK
338,1,0,OK
339,1,125,OK
340,1,125,OK
341,1,1,OK
342,1,1,OK
343,1,126,OK
344,1,126,OK
345,1,1,OK
346,1,1,OK
347,1,127,OK
348,1,127,OK
349,1,1,OK
350,1,1,OK
351,1,127,OK
352,1,127,OK
353,1,127,OK
354,1,125,OK
355,1,125,OK
356,1,125,OK
357,1,0,OK
358,1,1,OK
359,1,127,OK
360,1,126,OK
361,1,127,OK
362,1,1,OK
363,1,127,OK
364,1,126,OK
365,1,126,OK
366,1,0,OK
367,1,127,OK
368,1,127,OK
369,1,126,OK
370,1,126,OK
371,1,126,OK
372,1,126,OK
373,1,125,OK
374,1,125,OK
375,1,125,OK
376,1,125,OK
377,1,0,OK
378,1,126,OK
379,1,126,OK
380,1,126,OK
383,1,1,OUT_OF_ORDER
384,1,126,OK
385,1,0,OK
386,1,0,OK
387,1,0,OK
388,1,125,OK
389,1,0,OK
390,1,0,OK
391,1,0,OK
392,1,126,OK
393,0,0,TIMEOUT
394,0,0,TIMEOUT
395,0,0,TIMEOUT
396,0,0,TIMEOUT
397,0,0,TIMEOUT
400,1,0,OUT_OF_ORDER
401,0,0,TIMEOUT
402,0,0,TIMEOUT
401,1,43,OUT_OF_ORDER
402,1,43,OUT_OF_ORDER
403,1,43,OK
404,1,43,OK
407,1,41,OUT_OF_ORDER
408,1,41,OK
409,0,0,TIMEOUT
410,0,0,TIMEOUT
411,0,0,TIMEOUT
412,0,0,TIMEOUT
409,1,0,OUT_OF_ORDER
410,1,126,OUT_OF_ORDER
411,1,126,OUT_OF_ORDER
412,1,127,OUT_OF_ORDER
413,1,1,OK
414,1,126,OK
415,1,125,OK
416,1,0,OK
417,1,0,OK
418,1,126,OK
419,0,0,TIMEOUT
420,0,0,TIMEOUT
421,0,0,TIMEOUT
422,0,0,TIMEOUT
423,0,0,TIMEOUT
425,1,0,OUT_OF_ORDER
426,1,0,OK
427,1,126,OK
428,1,0,OK
429,1,0,OK
432,1,0,OUT_OF_ORDER
433,1,0,OK
434,1,1,OK
435,1,0,OK
436,0,0,TIMEOUT
436,1,23,OUT_OF_ORDER
437,0,0,TIMEOUT
438,0,0,TIMEOUT
439,0,0,TIMEOUT
440,0,0,TIMEOUT
441,0,0,TIMEOUT
441,1,0,OUT_OF_ORDER
442,1,125,OK
443,1,125,OK
444,1,1,OK
445,1,0,OK
446,1,125,OK
447,1,126,OK
448,1,126,OK
449,1,1,OK
450,1,126,OK
451,1,126,OK
452,1,1,OK
453,1,1,OK
454,1,127,OK
455,1,127,OK
456,1,127,OK
457,1,1,OK
458,1,127,OK
459,1,1,OK
460,1,1,OK
461,1,2,OK
462,1,128,OK
463,1,127,OK
464,1,1,OK
465,1,1,OK
466,1,126,OK
467,1,1,OK
468,1,1,OK
469,1,1,OK
470,1,127,OK
471,1,127,OK
472,0,0,TIMEOUT
473,0,0,TIMEOUT
474,0,0,TIMEOUT
475,0,0,TIMEOUT
476,0,0,TIMEOUT
477,0,0,TIMEOUT
478,0,0,TIMEOUT
479,0,0,TIMEOUT
480,0,0,TIMEOUT
481,0,0,TIMEOUT
482,0,0,TIMEOUT
484,1,0,OUT_OF_ORDER
485,1,0,OK
486,1,125,OK
487,1,125,OK
488,1,0,OK
489,1,0,OK
490,1,0,OK
491,1,126,OK
492,1,0,OK
493,1,0,OK
494,1,0,OK
495,1,125,OK
496,1,0,OK
497,1,0,OK
498,1,126,OK
499,1,126,OK
500,1,0,OK
501,1,0,OK
502,1,126,OK
503,1,0,OK
504,1,1,OK
505,1,0,OK
506,1,126,OK
507,1,0,OK
508,1,0,OK
509,1,0,OK
510,1,125,OK
511,1,0,OK
512,1,0,OK
513,1,0,OK
514,1,126,OK
515,1,0,OK
516,0,0,TIMEOUT
517,0,0,TIMEOUT
518,0,0,TIMEOUT
519,0,0,TIMEOUT
520,0,0,TIMEOUT
521,0,0,TIMEOUT
522,0,0,TIMEOUT
523,0,0,TIMEOUT
524,0,0,TIMEOUT
525,0,0,TIMEOUT
526,0,0,TIMEOUT
527,1,0,OK
528,1,0,OK
529,1,0,OK
530,1,125,OK
531,1,0,OK
532,1,0,OK
533,1,0,OK
535,1,0,OUT_OF_ORDER
536,1,0,OK
537,1,0,OK
538,1,0,OK
539,1,0,OK
540,0,0,TIMEOUT
541,0,0,TIMEOUT
542,0,0,TIMEOUT
543,0,0,TIMEOUT
544,0,0,TIMEOUT
542,1,0,OUT_OF_ORDER
543,1,0,OUT_OF_ORDER
544,1,126,OUT_OF_ORDER
545,1,126,OK
546,1,0,OK
547,1,1,OK
550,1,0,OUT_OF_ORDER
551,1,0,OK
552,1,0,OK
553,1,0,OK
554,1,0,OK
555,1,0,OK
556,1,1,OK
557,1,125,OK
558,1,0,OK
559,1,0,OK
560,1,1,OK
561,1,126,OK
562,0,0,TIMEOUT
563,0,0,TIMEOUT
564,0,0,TIMEOUT
565,0,0,TIMEOUT
566,0,0,TIMEOUT
569,1,0,OUT_OF_ORDER
570,0,0,TIMEOUT
571,0,0,TIMEOUT
572,0,0,TIMEOUT
570,1,62,OUT_OF_ORDER
571,1,62,OUT_OF_ORDER
572,1,62,OUT_OF_ORDER
573,1,62,OK
574,1,62,OK
575,1,62,OK
576,1,62,OK
577,1,62,OK
578,1,63,OK
579,1,63,OK
580,1,63,OK
581,1,63,OK
582,1,63,OK
583,1,63,OK
584,1,63,OK
585,0,0,TIMEOUT
586,0,0,TIMEOUT
585,1,104,OUT_OF_ORDER
586,1,104,OUT_OF_ORDER
587,0,0,TIMEOUT
591,1,0,OUT_OF_ORDER
592,1,0,OK
594,1,0,OUT_OF_ORDER
595,1,0,OK
596,1,0,OK
597,0,0,TIMEOUT
597,1,21,OUT_OF_ORDER
598,1,21,OK
599,1,21,OK
600,1,21,OK
601,1,22,OK
602,1,22,OK
603,1,22,OK
604,1,22,OK
605,1,22,OK
606,1,22,OK
607,1,22,OK
608,1,22,OK
609,1,22,OK
610,1,22,OK
611,1,22,OK
612,1,22,OK
613,1,22,OK
614,1,22,OK
615,1,22,OK
616,1,22,OK
617,1,148,OK
618,0,0,TIMEOUT
619,0,0,TIMEOUT
620,0,0,TIMEOUT
621,0,0,TIMEOUT
624,1,0,OUT_OF_ORDER
625,0,0,TIMEOUT
626,0,0,TIMEOUT
627,0,0,TIMEOUT
625,1,62,OUT_OF_ORDER
626,1,62,OUT_OF_ORDER
627,1,62,OUT_OF_ORDER
628,0,0,TIMEOUT
629,0,0,TIMEOUT
628,1,104,OUT_OF_ORDER
629,1,104,OUT_OF_ORDER
630,1,104,OK
631,1,104,OK
632,1,104,OK
633,0,0,TIMEOUT
636,1,0,OUT_OF_ORDER
637,1,0,OK
638,1,0,OK
639,1,127,OK
640,1,126,OK
641,1,0,OK
642,1,1,OK
643,1,126,OK
644,1,126,OK
645,1,0,OK
646,1,0,OK
647,1,127,OK
648,1,126,OK
649,1,1,OK
650,1,1,OK
651,1,125,OK
652,1,125,OK
653,1,1,OK
654,1,1,OK
655,1,125,OK
656,1,125,OK
657,1,0,OK
658,1,1,OK
659,1,127,OK
660,1,126,OK
661,1,0,OK
662,1,1,OK
663,1,126,OK
664,1,126,OK
665,1,0,OK
666,0,0,TIMEOUT
667,0,0,TIMEOUT
670,1,44,OUT_OF_ORDER
671,1,44,OK
672,0,0,TIMEOUT
673,0,0,TIMEOUT
674,0,0,TIMEOUT
675,0,0,TIMEOUT
672,1,0,OUT_OF_ORDER
673,1,125,OUT_OF_ORDER
674,1,125,OUT_OF_ORDER
675,1,125,OUT_OF_ORDER
676,1,0,OK
677,0,0,TIMEOUT
678,0,0,TIMEOUT
679,0,0,TIMEOUT
680,0,0,TIMEOUT
681,0,0,TIMEOUT
682,0,0,TIMEOUT
683,0,0,TIMEOUT
684,0,0,TIMEOUT
685,0,0,TIMEOUT
691,1,58,OUT_OF_ORDER
692,0,0,TIMEOUT
693,0,0,TIMEOUT
694,0,0,TIMEOUT
692,1,0,OUT_OF_ORDER
693,1,0,OUT_OF_ORDER
694,1,126,OUT_OF_ORDER
695,1,126,OK
696,1,0,OK
697,1,0,OK
698,1,126,OK
699,1,126,OK
700,1,0,OK
701,1,0,OK
702,1,126,OK
703,1,126,OK
704,1,0,OK
705,1,0,OK
706,1,126,OK
707,1,125,OK
708,1,0,OK
709,1,0,OK
710,1,125,OK
711,1,124,OK
712,1,0,OK
713,1,0,OK
714,1,125,OK
715,1,0,OK
716,1,0,OK
717,1,0,OK
718,1,126,OK
719,1,124,OK
720,1,0,OK
721,1,0,OK
724,1,0,OUT_OF_ORDER
725,1,0,OK
726,1,0,OK
727,1,0,OK
728,1,0,OK
729,1,0,OK
730,1,0,OK
731,1,0,OK
732,1,0,OK
733,1,0,OK
734,1,0,OK
735,1,0,OK
736,1,0,OK
737,1,0,OK
739,1,0,OUT_OF_ORDER
740,0,0,TIMEOUT
741,0,0,TIMEOUT
743,1,42,OUT_OF_ORDER
744,0,0,TIMEOUT
745,0,0,TIMEOUT
746,0,0,TIMEOUT
747,0,0,TIMEOUT
744,1,0,OUT_OF_ORDER
745,1,0,OUT_OF_ORDER
746,1,126,OUT_OF_ORDER
747,1,125,OUT_OF_ORDER
748,1,0,OK
749,1,0,OK
750,1,126,OK
751,1,0,OK
752,1,1,OK
753,1,1,OK
754,1,125,OK
755,1,0,OK
756,1,0,OK
757,1,0,OK
758,0,0,TIMEOUT
759,0,0,TIMEOUT
760,0,0,TIMEOUT
761,0,0,TIMEOUT
762,0,0,TIMEOUT
766,1,0,OUT_OF_ORDER
767,0,0,TIMEOUT
768,0,0,TIMEOUT
769,0,0,TIMEOUT
767,1,63,OUT_OF_ORDER
768,1,63,OUT_OF_ORDER
769,1,63,OUT_OF_ORDER
770,1,63,OK
771,1,64,OK
773,1,64,OUT_OF_ORDER
774,1,64,OK
775,0,0,TIMEOUT
776,0,0,TIMEOUT
775,1,104,OUT_OF_ORDER
776,1,104,OUT_OF_ORDER
777,0,0,TIMEOUT
779,1,0,OUT_OF_ORDER
780,1,0,OK
781,1,126,OK
782,1,126,OK
783,1,0,OK
784,1,0,OK
785,1,125,OK
786,1,125,OK
787,1,0,OK
788,1,0,OK
789,1,126,OK
790,1,126,OK
791,1,1,OK
792,1,0,OK
793,1,125,OK
794,1,0,OK
795,1,0,OK
796,1,1,OK
797,1,126,OK
798,1,0,OK
799,1,0,OK
800,1,0,OK
801,1,125,OK
802,1,0,OK
803,1,0,OK
804,1,0,OK
805,1,125,OK
806,1,125,OK
807,1,0,OK
808,1,1,OK
809,1,126,OK
810,1,1,OK
811,1,0,OK
812,0,0,TIMEOUT
815,1,23,OUT_OF_ORDER
816,1,23,OK
817,1,23,OK
818,0,0,TIMEOUT
819,0,0,TIMEOUT
820,0,0,TIMEOUT
818,1,85,OUT_OF_ORDER
821,0,0,TIMEOUT
822,0,0,TIMEOUT
823,0,0,TIMEOUT
824,0,0,TIMEOUT
825,0,0,TIMEOUT
826,0,0,TIMEOUT
827,0,0,TIMEOUT
828,1,0,OK
829,1,125,OK
830,1,125,OK
831,1,0,OK
832,1,0,OK
833,1,0,OK
834,1,0,OK
835,1,0,OK
836,1,0,OK
837,0,0,TIMEOUT
838,0,0,TIMEOUT
839,0,0,TIMEOUT
840,0,0,TIMEOUT
841,0,0,TIMEOUT
842,1,0,OK
843,1,0,OK
844,1,0,OK
845,1,125,OK
846,1,0,OK
847,1,0,OK
848,1,1,OK
849,1,126,OK
850,1,0,OK
851,0,0,TIMEOUT
852,0,0,TIMEOUT
853,0,0,TIMEOUT
854,0,0,TIMEOUT
855,0,0,TIMEOUT
854,1,109,OUT_OF_ORDER
855,1,109,OUT_OF_ORDER
856,1,109,OK
857,1,109,OK
858,1,0,OK
859,1,125,OK
860,1,125,OK
861,1,124,OK
862,1,0,OK
863,1,126,OK
864,1,126,OK
865,1,126,OK
866,1,0,OK
867,1,125,OK
873,1,0,OUT_OF_ORDER
874,0,0,TIMEOUT
875,0,0,TIMEOUT
876,0,0,TIMEOUT
877,0,0,TIMEOUT
874,1,83,OUT_OF_ORDER
875,1,83,OUT_OF_ORDER
876,1,83,OUT_OF_ORDER
878,0,0,TIMEOUT
879,0,0,TIMEOUT
877,1,0,OUT_OF_ORDER
878,1,126,OUT_OF_ORDER
879,1,126,OUT_OF_ORDER
880,1,126,OK
881,1,0,OK
882,1,127,OK
886,1,0,OUT_OF_ORDER
887,1,0,OK
888,1,125,OK
889,0,0,TIMEOUT
890,0,0,TIMEOUT
891,0,0,TIMEOUT
892,0,0,TIMEOUT
893,0,0,TIMEOUT
894,0,0,TIMEOUT
895,0,0,TIMEOUT
896,0,0,TIMEOUT
897,0,0,TIMEOUT
898,1,67,OK
899,1,67,OK
900,1,67,OK
901,0,0,TIMEOUT
902,0,0,TIMEOUT
901,1,0,OUT_OF_ORDER
902,1,126,OUT_OF_ORDER
903,1,126,OK
904,1,126,OK
905,1,1,OK
906,1,126,OK
907,1,126,OK
908,1,126,OK
909,1,1,OK
910,1,127,OK
911,1,127,OK
912,0,0,TIMEOUT
913,0,0,TIMEOUT
914,0,0,TIMEOUT
915,0,0,TIMEOUT
916,0,0,TIMEOUT
917,0,0,TIMEOUT
920,1,0,OUT_OF_ORDER
921,1,0,OK
922,0,0,TIMEOUT
923,0,0,TIMEOUT
924,0,0,TIMEOUT
925,0,0,TIMEOUT
926,0,0,TIMEOUT
927,0,0,TIMEOUT
930,1,0,OUT_OF_ORDER
931,1,0,OK
932,1,0,OK
933,0,0,TIMEOUT
933,1,21,OUT_OF_ORDER
934,1,21,OK
935,1,21,OK
936,0,0,TIMEOUT
937,0,0,TIMEOUT
938,0,0,TIMEOUT
936,1,83,OUT_OF_ORDER
937,1,82,OUT_OF_ORDER
938,1,82,OUT_OF_ORDER
939,1,82,OK
940,1,208,OK
941,1,82,OK
942,1,82,OK
943,1,82,OK
944,0,0,TIMEOUT
945,0,0,TIMEOUT
950,1,0,OUT_OF_ORDER
951,1,0,OK
952,1,0,OK
953,1,0,OK
954,1,0,OK
955,1,0,OK
956,1,0,OK
957,0,0,TIMEOUT
957,1,30,OUT_OF_ORDER
958,1,30,OK
959,1,30,OK
960,0,0,TIMEOUT
961,0,0,TIMEOUT
962,0,0,TIMEOUT
960,1,94,OUT_OF_ORDER
963,0,0,TIMEOUT
964,1,0,OK
965,1,0,OK
966,1,0,OK
967,1,125,OK
968,1,0,OK
969,1,0,OK
970,1,0,OK
971,0,0,TIMEOUT
972,0,0,TIMEOUT
973,0,0,TIMEOUT
974,0,0,TIMEOUT
975,0,0,TIMEOUT
976,0,0,TIMEOUT
977,0,0,TIMEOUT
978,0,0,TIMEOUT
979,0,0,TIMEOUT
980,0,0,TIMEOUT
981,0,0,TIMEOUT
982,1,110,OK
983,1,110,OK
984,1,0,OK
985,1,0,OK
986,1,0,OK
987,1,126,OK
988,1,0,OK
989,1,0,OK
990,1,0,OK
991,1,125,OK
992,1,0,OK
993,1,1,OK
994,1,0,OK
995,1,126,OK
996,1,0,OK
997,1,1,OK
998,1,0,OK
999,1,126,OK
1000,1,0,OK
1001,1,0,OK
1002,0,0,TIMEOUT
1003,0,0,TIMEOUT
1004,1,50,OK
1006,1,50,OUT_OF_ORDER
1007,0,0,TIMEOUT
1008,0,0,TIMEOUT
1009,0,0,TIMEOUT
1007,1,0,OUT_OF_ORDER
1008,1,0,OUT_OF_ORDER
1009,1,126,OUT_OF_ORDER
1010,1,126,OK
1011,1,0,OK
1012,1,1,OK
1013,1,126,OK
1014,1,126,OK
1015,1,0,OK
1016,1,1,OK
1017,1,127,OK
1018,1,126,OK
1019,1,0,OK
1020,1,126,OK
1021,1,126,OK
1022,1,125,OK
1023,1,1,OK
1024,1,127,OK
1025,1,126,OK
1026,1,126,OK
1029,1,0,OUT_OF_ORDER
1030,1,126,OK
1031,1,0,OK
1032,1,1,OK
1033,1,0,OK
1034,1,125,OK
1036,1,1,OUT_OF_ORDER
1037,1,0,OK
1038,1,0,OK
1039,1,126,OK
1040,1,0,OK
1041,1,0,OK
1042,0,0,TIMEOUT
1043,0,0,TIMEOUT
1044,0,0,TIMEOUT
1042,1,61,OUT_OF_ORDER
1043,1,61,OUT_OF_ORDER
1044,1,61,OUT_OF_ORDER
1045,1,61,OK
1046,1,185,OK
1047,1,59,OK
1048,1,59,OK
1049,1,59,OK
1050,1,185,OK
1051,1,60,OK
1052,1,60,OK
1053,1,60,OK
1054,1,185,OK
1055,1,60,OK
1056,1,60,OK
1057,1,60,OK
1058,1,186,OK
1059,1,60,OK
1060,1,60,OK
1061,1,60,OK
1062,1,185,OK
1063,1,59,OK
1064,1,59,OK
1065,1,59,OK
1066,1,185,OK
1067,1,60,OK
1068,1,60,OK
1069,1,60,OK
1074,1,60,OUT_OF_ORDER
1075,0,0,TIMEOUT
1076,0,0,TIMEOUT
1077,0,0,TIMEOUT
1075,1,0,OUT_OF_ORDER
1076,1,0,OUT_OF_ORDER
1077,1,126,OUT_OF_ORDER
1078,1,126,OK
1079,1,0,OK
1080,1,127,OK
1081,1,127,OK
1082,1,126,OK
1083,1,1,OK
1084,1,1,OK
1086,1,0,OUT_OF_ORDER
1087,1,0,OK
1088,1,1,OK
1089,1,0,OK
1090,0,0,TIMEOUT
1091,0,0,TIMEOUT
1092,0,0,TIMEOUT
1093,0,0,TIMEOUT
1094,0,0,TIMEOUT
1095,1,0,OK
1096,1,0,OK
1097,1,125,OK
1098,1,0,OK
1099,1,1,OK
1100,1,0,OK
1101,1,126,OK
1102,1,0,OK
1103,1,0,OK
1104,1,0,OK
1107,1,0,OUT_OF_ORDER
1108,1,0,OK
1109,1,0,OK
1110,0,0,TIMEOUT
1111,0,0,TIMEOUT
1112,0,0,TIMEOUT
1110,1,64,OUT_OF_ORDER
1111,1,64,OUT_OF_ORDER
1112,1,64,OUT_OF_ORDER
1113,1,64,OK
1114,1,63,OK
1115,1,63,OK
1116,1,63,OK
1117,1,63,OK
1118,1,63,OK
1119,1,63,OK
1120,1,63,OK
1121,1,63,OK
1122,1,62,OK
1123,1,62,OK
1124,1,62,OK
1125,0,0,TIMEOUT
1126,0,0,TIMEOUT
1127,0,0,TIMEOUT
1128,0,0,TIMEOUT
1129,0,0,TIMEOUT
1130,0,0,TIMEOUT
1131,0,0,TIMEOUT
1132,0,0,TIMEOUT
1133,0,0,TIMEOUT
1134,1,0,OK
1135,1,0,OK
1136,1,126,OK
1137,1,0,OK
1138,1,0,OK
1139,1,0,OK
1140,1,125,OK
1141,1,0,OK
1142,1,0,OK
1143,1,0,OK
1144,1,127,OK
1145,1,0,OK
1146,1,0,OK
1147,1,0,OK
1148,1,126,OK
1149,1,126,OK
1150,1,1,OK
1151,1,1,OK
1152,1,126,OK
1153,1,0,OK
1154,1,0,OK
1155,1,126,OK
1156,1,125,OK
1157,1,126,OK
1158,1,1,OK
1159,1,1,OK
1162,1,0,OUT_OF_ORDER
1163,1,0,OK
1164,1,0,OK
1165,1,0,OK
1166,1,0,OK
1167,1,0,OK
1168,1,1,OK
1169,1,0,OK
1170,1,0,OK
1171,0,0,TIMEOUT
1172,0,0,TIMEOUT
1173,0,0,TIMEOUT
1174,0,0,TIMEOUT
1175,0,0,TIMEOUT
1176,0,0,TIMEOUT
1176,1,124,OUT_OF_ORDER
1177,1,0,OK
1178,1,1,OK
1179,1,0,OK
1180,1,126,OK
1181,1,0,OK
1182,1,0,OK
