Packet Log,Channle:,DatagramSocket3,TimeStamp:,01-03-2026_11-44-15
Seq,Received,Delay(ms),Status
887,1,126,OUT_OF_ORDER
886,1,126,OUT_OF_ORDER
890,1,126,OUT_OF_ORDER
892,1,1,OUT_OF_ORDER
888,1,252,OUT_OF_ORDER
894,1,0,OUT_OF_ORDER
893,1,126,OUT_OF_ORDER
896,1,0,OUT_OF_ORDER
897,1,125,OK
895,1,127,OUT_OF_ORDER
899,1,0,OUT_OF_ORDER
901,1,0,OUT_OF_ORDER
900,1,127,OUT_OF_ORDER
902,1,126,OK
904,1,0,OUT_OF_ORDER
905,1,0,OK
906,1,126,OK
909,1,0,OUT_OF_ORDER
903,1,127,OUT_OF_ORDER
910,0,0,TIMEOUT
911,0,0,TIMEOUT
911,1,42,OUT_OF_ORDER
910,1,167,OUT_OF_ORDER
913,1,42,OUT_OF_ORDER
912,1,42,OUT_OF_ORDER
914,1,168,OK
915,1,41,OK
916,0,0,TIMEOUT
917,0,0,TIMEOUT
918,0,0,TIMEOUT
919,0,0,TIMEOUT
916,1,249,OUT_OF_ORDER
919,1,125,OUT_OF_ORDER
918,1,125,OUT_OF_ORDER
921,1,126,OUT_OF_ORDER
920,1,126,OUT_OF_ORDER
922,1,127,OK
924,1,126,OUT_OF_ORDER
923,1,128,OUT_OF_ORDER
926,1,1,OUT_OF_ORDER
928,1,126,OUT_OF_ORDER
929,1,126,OK
930,1,0,OK
925,1,380,OUT_OF_ORDER
931,1,128,OK
933,1,127,OUT_OF_ORDER
932,1,127,OUT_OF_ORDER
935,1,126,OUT_OF_ORDER
937,1,125,OUT_OF_ORDER
938,1,1,OK
934,1,127,OUT_OF_ORDER
940,1,125,OUT_OF_ORDER
941,1,125,OK
942,1,1,OK
943,1,1,OK
944,1,126,OK
939,1,253,OUT_OF_ORDER
946,1,1,OUT_OF_ORDER
947,1,0,OK
948,1,126,OK
945,1,253,OUT_OF_ORDER
951,1,0,OUT_OF_ORDER
952,1,0,OK
949,1,253,OUT_OF_ORDER
954,1,0,OUT_OF_ORDER
953,1,126,OUT_OF_ORDER
956,1,0,OUT_OF_ORDER
955,1,126,OUT_OF_ORDER
958,1,0,OUT_OF_ORDER
960,1,0,OUT_OF_ORDER
961,0,0,TIMEOUT
962,0,0,TIMEOUT
957,1,295,OUT_OF_ORDER
961,1,43,OUT_OF_ORDER
963,1,43,OK
964,0,0,TIMEOUT
965,0,0,TIMEOUT
966,0,0,TIMEOUT
965,1,106,OUT_OF_ORDER
964,1,231,OUT_OF_ORDER
966,1,106,OUT_OF_ORDER
969,1,0,OUT_OF_ORDER
970,1,0,OK
971,1,125,OK
972,1,124,OK
973,1,0,OK
968,1,253,OUT_OF_ORDER
976,1,125,OUT_OF_ORDER
977,1,125,OK
978,1,1,OK
974,1,126,OUT_OF_ORDER
979,1,127,OK
980,1,128,OK
983,1,0,OUT_OF_ORDER
982,1,1,OUT_OF_ORDER
987,1,0,OUT_OF_ORDER
988,1,0,OK
985,1,126,OUT_OF_ORDER
989,0,0,TIMEOUT
990,0,0,TIMEOUT
990,1,41,OUT_OF_ORDER
989,1,168,OUT_OF_ORDER
992,1,41,OUT_OF_ORDER
991,1,41,OUT_OF_ORDER
994,1,42,OUT_OF_ORDER
993,1,167,OUT_OF_ORDER
996,1,42,OUT_OF_ORDER
997,0,0,TIMEOUT
998,0,0,TIMEOUT
995,1,209,OUT_OF_ORDER
1000,1,83,OUT_OF_ORDER
1001,0,0,TIMEOUT
1002,0,0,TIMEOUT
999,1,126,OUT_OF_ORDER
1001,1,0,OUT_OF_ORDER
1003,1,125,OK
1004,1,124,OK
1002,1,126,OUT_OF_ORDER
1005,1,125,OK
1008,1,125,OUT_OF_ORDER
1009,1,0,OK
1010,1,0,OK
1007,1,253,OUT_OF_ORDER
1012,1,125,OUT_OF_ORDER
1011,1,127,OUT_OF_ORDER
1014,1,0,OUT_OF_ORDER
1013,1,126,OUT_OF_ORDER
1015,1,125,OK
1019,1,0,OUT_OF_ORDER
1017,1,1,OUT_OF_ORDER
1020,0,0,TIMEOUT
1021,1,22,OK
1020,1,148,OUT_OF_ORDER
1023,1,22,OUT_OF_ORDER
1024,1,22,OK
1022,1,148,OUT_OF_ORDER
1026,1,23,OUT_OF_ORDER
1025,1,23,OUT_OF_ORDER
1027,0,0,TIMEOUT
1028,0,0,TIMEOUT
1027,1,190,OUT_OF_ORDER
1030,1,64,OUT_OF_ORDER
1031,0,0,TIMEOUT
1032,0,0,TIMEOUT
1033,1,0,OK
1034,1,0,OK
1032,1,250,OUT_OF_ORDER
1035,1,125,OK
1037,1,0,OUT_OF_ORDER
1036,1,126,OUT_OF_ORDER
1038,1,125,OK
1041,1,0,OUT_OF_ORDER
1039,1,126,OUT_OF_ORDER
1042,1,0,OK
1044,1,0,OUT_OF_ORDER
1043,1,127,OUT_OF_ORDER
1046,1,0,OUT_OF_ORDER
1047,1,0,OK
1048,1,0,OK
1045,1,125,OUT_OF_ORDER
1049,0,0,TIMEOUT
1050,0,0,TIMEOUT
1051,0,0,TIMEOUT
1052,0,0,TIMEOUT
1053,0,0,TIMEOUT
1050,1,236,OUT_OF_ORDER
1053,1,109,OUT_OF_ORDER
1052,1,109,OUT_OF_ORDER
1054,1,109,OK
1056,1,109,OUT_OF_ORDER
1055,1,234,OUT_OF_ORDER
1057,1,109,OK
1060,1,0,OUT_OF_ORDER
1059,1,125,OUT_OF_ORDER
1061,1,126,OK
1063,1,125,OUT_OF_ORDER
1062,1,127,OUT_OF_ORDER
1065,1,0,OUT_OF_ORDER
1067,1,126,OUT_OF_ORDER
1068,1,0,OK
1066,1,126,OUT_OF_ORDER
1071,1,125,OUT_OF_ORDER
1070,1,125,OUT_OF_ORDER
1073,1,0,OUT_OF_ORDER
1072,1,125,OUT_OF_ORDER
1074,0,0,TIMEOUT
1076,1,27,OUT_OF_ORDER
1077,1,27,OK
1074,1,152,OUT_OF_ORDER
1079,1,26,OUT_OF_ORDER
1081,1,25,OUT_OF_ORDER
1082,1,25,OK
1083,0,0,TIMEOUT
1084,0,0,TIMEOUT
1085,0,0,TIMEOUT
1086,0,0,TIMEOUT
1078,1,252,OUT_OF_ORDER
1083,1,126,OUT_OF_ORDER
1084,1,126,OUT_OF_ORDER
1086,1,126,OUT_OF_ORDER
1085,1,127,OUT_OF_ORDER
1087,1,253,OK
1089,1,127,OUT_OF_ORDER
1092,1,0,OUT_OF_ORDER
1091,1,127,OUT_OF_ORDER
1094,1,125,OUT_OF_ORDER
1093,1,126,OUT_OF_ORDER
1099,1,0,OUT_OF_ORDER
1100,0,0,TIMEOUT
1101,0,0,TIMEOUT
1102,0,0,TIMEOUT
1095,1,314,OUT_OF_ORDER
1101,1,62,OUT_OF_ORDER
1100,1,62,OUT_OF_ORDER
1103,1,62,OK
1102,1,188,OUT_OF_ORDER
1106,1,62,OUT_OF_ORDER
1105,1,62,OUT_OF_ORDER
1107,0,0,TIMEOUT
1108,0,0,TIMEOUT
1107,1,229,OUT_OF_ORDER
1109,1,103,OK
1111,1,103,OUT_OF_ORDER
1112,0,0,TIMEOUT
1110,1,126,OUT_OF_ORDER
1113,1,126,OK
1114,1,126,OK
1115,1,126,OK
1116,1,0,OK
1112,1,252,OUT_OF_ORDER
1119,1,127,OUT_OF_ORDER
1117,1,127,OUT_OF_ORDER
1120,1,0,OK
1122,1,126,OUT_OF_ORDER
1121,1,126,OUT_OF_ORDER
1124,1,0,OUT_OF_ORDER
1125,1,1,OK
1123,1,252,OUT_OF_ORDER
1127,1,0,OUT_OF_ORDER
1126,1,126,OUT_OF_ORDER
1129,1,0,OUT_OF_ORDER
1130,1,127,OK
1132,1,0,OUT_OF_ORDER
1128,1,129,OUT_OF_ORDER
1134,1,0,OUT_OF_ORDER
1133,1,127,OUT_OF_ORDER
1136,1,0,OUT_OF_ORDER
1135,1,1,OUT_OF_ORDER
1137,1,0,OK
1139,1,0,OUT_OF_ORDER
1138,1,126,OUT_OF_ORDER
1141,1,0,OUT_OF_ORDER
1142,0,0,TIMEOUT
1140,1,152,OUT_OF_ORDER
1145,1,25,OUT_OF_ORDER
1143,1,25,OUT_OF_ORDER
1146,0,0,TIMEOUT
1147,0,0,TIMEOUT
1148,0,0,TIMEOUT
1146,1,213,OUT_OF_ORDER
1147,1,87,OUT_OF_ORDER
1149,0,0,TIMEOUT
1150,1,126,OK
1153,1,0,OUT_OF_ORDER
1152,1,1,OUT_OF_ORDER
1154,1,127,OK
1156,1,0,OUT_OF_ORDER
1157,1,0,OK
1155,1,0,OUT_OF_ORDER
1158,1,126,OK
1160,1,0,OUT_OF_ORDER
1162,1,0,OUT_OF_ORDER
1163,1,125,OK
1165,1,0,OUT_OF_ORDER
1159,1,253,OUT_OF_ORDER
1166,0,0,TIMEOUT
1167,0,0,TIMEOUT
1168,0,0,TIMEOUT
1166,1,190,OUT_OF_ORDER
1167,1,63,OUT_OF_ORDER
1168,1,63,OUT_OF_ORDER
1169,1,63,OK
1171,1,64,OUT_OF_ORDER
1170,1,189,OUT_OF_ORDER
1172,1,64,OK
1174,1,64,OUT_OF_ORDER
1173,1,190,OUT_OF_ORDER
1176,1,64,OUT_OF_ORDER
1175,1,64,OUT_OF_ORDER
1177,1,64,OK
1179,1,64,OUT_OF_ORDER
1178,1,190,OUT_OF_ORDER
1180,1,64,OK
1182,1,64,OUT_OF_ORDER
1181,1,191,OUT_OF_ORDER
1183,1,64,OK
1185,1,64,OUT_OF_ORDER
1184,1,64,OUT_OF_ORDER
1187,1,63,OUT_OF_ORDER
1186,1,189,OUT_OF_ORDER
1189,1,63,OUT_OF_ORDER
1190,1,63,OK
1192,1,63,OUT_OF_ORDER
1188,1,188,OUT_OF_ORDER
1194,1,63,OUT_OF_ORDER
1195,0,0,TIMEOUT
1195,1,85,OUT_OF_ORDER
1193,1,210,OUT_OF_ORDER
1196,1,85,OK
1197,0,0,TIMEOUT
1197,1,126,OUT_OF_ORDER
1198,0,0,TIMEOUT
1203,1,22,OUT_OF_ORDER
1202,1,148,OUT_OF_ORDER
1204,1,22,OK
1206,1,22,OUT_OF_ORDER
1205,1,147,OUT_OF_ORDER
1207,1,22,OK
1209,1,22,OUT_OF_ORDER
1210,0,0,TIMEOUT
1211,0,0,TIMEOUT
1212,0,0,TIMEOUT
1211,1,85,OUT_OF_ORDER
1212,1,85,OUT_OF_ORDER
1213,1,85,OK
1214,0,0,TIMEOUT
1208,1,252,OUT_OF_ORDER
1214,1,126,OUT_OF_ORDER
1216,1,126,OUT_OF_ORDER
1215,1,126,OUT_OF_ORDER
1217,1,127,OK
1220,1,126,OUT_OF_ORDER
1219,1,126,OUT_OF_ORDER
1222,1,1,OUT_OF_ORDER
1223,1,1,OK
1221,1,126,OUT_OF_ORDER
1226,1,0,OUT_OF_ORDER
1227,1,0,OK
1225,1,127,OUT_OF_ORDER
1230,1,0,OUT_OF_ORDER
1229,1,125,OUT_OF_ORDER
1233,1,0,OUT_OF_ORDER
1234,0,0,TIMEOUT
1235,0,0,TIMEOUT
1236,0,0,TIMEOUT
1234,1,63,OUT_OF_ORDER
1231,1,189,OUT_OF_ORDER
1237,1,63,OK
1238,0,0,TIMEOUT
1239,0,0,TIMEOUT
1240,0,0,TIMEOUT
1235,1,251,OUT_OF_ORDER
1238,1,126,OUT_OF_ORDER
1240,1,126,OUT_OF_ORDER
1239,1,126,OUT_OF_ORDER
1242,1,127,OUT_OF_ORDER
1241,1,253,OUT_OF_ORDER
1245,1,126,OUT_OF_ORDER
1246,1,0,OK
1243,1,252,OUT_OF_ORDER
1248,1,125,OUT_OF_ORDER
1247,1,125,OUT_OF_ORDER
1249,1,125,OK
1252,1,126,OUT_OF_ORDER
1253,1,0,OK
1254,1,0,OK
1251,1,126,OUT_OF_ORDER
1255,1,126,OK
1256,1,127,OK
1259,1,0,OUT_OF_ORDER
1258,1,0,OUT_OF_ORDER
1260,1,125,OK
1262,1,0,OUT_OF_ORDER
1263,1,0,OK
1264,1,0,OK
1261,1,127,OUT_OF_ORDER
1266,1,0,OUT_OF_ORDER
1268,1,0,OUT_OF_ORDER
1269,0,0,TIMEOUT
1265,1,148,OUT_OF_ORDER
1269,1,23,OUT_OF_ORDER
1272,1,23,OUT_OF_ORDER
1273,0,0,TIMEOUT
1274,0,0,TIMEOUT
1275,0,0,TIMEOUT
1271,1,212,OUT_OF_ORDER
1274,1,87,OUT_OF_ORDER
1273,1,87,OUT_OF_ORDER
1276,1,87,OK
1275,1,213,OUT_OF_ORDER
1279,1,88,OUT_OF_ORDER
1280,0,0,TIMEOUT
1281,1,0,OK
1277,1,126,OUT_OF_ORDER
1283,1,125,OUT_OF_ORDER
1282,1,125,OUT_OF_ORDER
1285,1,0,OUT_OF_ORDER
1286,1,0,OK
1284,1,252,OUT_OF_ORDER
1288,1,126,OUT_OF_ORDER
1290,1,0,OUT_OF_ORDER
1289,1,1,OUT_OF_ORDER
1291,1,126,OK
1293,1,0,OUT_OF_ORDER
1294,1,0,OK
1295,1,0,OK
1298,1,0,OUT_OF_ORDER
1292,1,126,OUT_OF_ORDER
1299,0,0,TIMEOUT
1300,0,0,TIMEOUT
1301,0,0,TIMEOUT
1302,0,0,TIMEOUT
1303,0,0,TIMEOUT
